No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
18,WANG Mengjie,5,6.0,2,13,1.67
 9,ZHANG Changning,4,3.0,, 7,1.33
 6,GONG Xiangyu,2,7.0,, 9,0.67
16,DING Xia,1,2.0,2,5,0.33
 2,ZHU Ting,1,3.0,1,5,0.33
11,YAO Di,1,3.0,, 4,0.33
12,LI Yingying,,, 1,1,0.0
17,YAN Ni,,1.0,, 1,0.0
1,YUAN Xinyue,,,, ,
7,WANG Yuanyuan,,,, ,
10,LIU Xiaotong,,,, ,
19,LIU Yanhan,,,, ,
ls,,14,25.0,6,45,4.67
