No.,Name,Excellents,Errors,In-Play,Attempts,%
 4,ISHIKAWA Mayu,14,1.0,2,17,82.35
 8,ISHII Yuki,18,, 11,29,62.07
15,HAYASHI Kotona,9,, 3,12,
6,KOBATA Mako,4,, 1,5,
1,KUROGO Ai,1,, 1,2,
5,SHIMAMURA Haruyo,1,,, 1,
9,OKUMURA Mai,1,,, 1,
11,ARAKI Erika,1,,, 1,
3,TASHIRO Kanami,,,, ,
12,MOMII Aki,,,, ,
19,YAMADA Nichika,,,, ,
ls,,49,1.0,18,68,72.06
