No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 3,YEUM Hye Seon,15,1.0,23,39,5.0
 7,AN Hyejin,9,, 19,28,3.0
 9,OH Jiyoung,3,, 1,4,1.0
11,KIM Su Ji,2,,, 2,0.67
 4,KIM Heejin,1,,, 1,0.33
14,YANG Hyo Jin,,, 2,2,0.0
 8,PARK Eunjin,,, 1,1,0.0
10,KIM Yeon Koung,,, 1,1,0.0
13,PARK Jeongah,,, 1,1,0.0
1,LEE Soyoung,,,, ,
16,JEONG Jiyun,,,, ,
19,PYO Seungju,,,, ,
ls,,30,1.0,48,79,10.0
