No.,Name,Excellents,Errors,In-Play,Attempts,%
 9,ZHANG Changning,11,1.0,2,14,78.57
12,LI Yingying,11,1.0,3,15,73.33
18,WANG Mengjie,10,, 2,12,
6,GONG Xiangyu,4,, 3,7,
1,YUAN Xinyue,1,,, 1,
10,LIU Xiaotong,,, 1,1,
11,YAO Di,,, 1,1,
2,ZHU Ting,,,, ,
7,WANG Yuanyuan,,,, ,
16,DING Xia,,,, ,
17,YAN Ni,,,, ,
19,LIU Yanhan,,,, ,
ls,,37,2.0,12,51,72.55
