No.,Name,Excellents,Errors,In-Play,Attempts,%
10,LARSON Jordan,19,, 4,23,82.61
 4,WONGORANTES Justine,20,1.0,4,25,80.0
14,BARTSCHHACKLEY Michelle,23,2.0,6,31,74.19
23,ROBINSON Kelsey,4,3.0,1,8,
16,AKINRADEWO Foluke,1,,, 1,
1,HANCOCK Micha,,,, ,
2,POULTER Jordyn,,,, ,
11,DREWS Andrea,,,, ,
12,THOMPSON Jordan,,,, ,
15,HILL Kimberly,,,, ,
22,WASHINGTON Haleigh,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,67,6.0,15,88,76.14
