No.,Name,Points,Errors,In-Play,Attempts,%
14,PIETRINI Elena,14.0,6,9,29,27.59
 9,BOSETTI Caterina Chiara,7.0,4,8,19,15.79
18,EGONU Paola Ogechi,14.0,9,12,35,14.29
13,FAHR Sarah Luisa,5.0,2,2,9,
11,DANESI Anna,2.0,1,3,6,
8,ORRO Alessia,,, 1,1,
10,CHIRICHELLA Cristina,1.0,,, 1,
1,SOROKAITE Indre,,,, ,
5,MALINOV Ofelia,,,, ,
6,de GENNARO Monica,,,, ,
7,FOLIE Raphaela,,,, ,
17,SYLLA Miryam Fatime,,,, ,
ls,,43.0,22,35,100,21.0
