No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 9,OH Jiyoung,25,7.0,5,37,5.0
10,KIM Yeon Koung,18,7.0,3,28,3.6
 1,LEE Soyoung,8,9.0,6,23,1.6
 3,YEUM Hye Seon,7,6.0,, 13,1.4
 4,KIM Heejin,5,4.0,3,12,1.0
13,PARK Jeongah,3,4.0,2,9,0.6
11,KIM Su Ji,3,2.0,, 5,0.6
14,YANG Hyo Jin,2,1.0,1,4,0.4
 7,AN Hyejin,1,1.0,2,4,0.2
 8,PARK Eunjin,1,, 2,3,0.2
16,JEONG Jiyun,,,, ,
19,PYO Seungju,,,, ,
ls,,73,41.0,24,138,14.6
