No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
19,PODKOPAEVA Anna,12,4.0,1,17,4.0
16,VORONKOVA Irina,5,7.0,1,13,1.67
 8,GONCHAROVA Nataliya,3,2.0,, 5,1.0
13,STARTSEVA Evgeniya,2,7.0,2,11,0.67
10,FEDOROVTSEVA Arina,1,9.0,3,13,0.33
14,FETISOVA Irina,1,2.0,1,4,0.33
 6,KOROLEVA Irina,1,1.0,, 2,0.33
25,SMIRNOVA Kseniia,1,,, 1,0.33
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
12,LAZAREVA Anna,,,, ,
26,ENINA Ekaterina,,,, ,
ls,,26,32.0,8,66,8.67
