No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 1,WAIRIMU Jane Wacu,16,1.0,36,53,5.33
 8,LUSENAKA Joy,3,, 2,5,1.0
16,KUNDU Agripina Khayesi,1,, 4,5,0.33
12,EMANIMAN Gladys Ekaru,1,, 3,4,0.33
18,CHEMTAI Emmaculate,1,,, 1,0.33
 4,KASAYA Leonida,,, 1,1,0.0
13,KAEI Lorine Chebet,,, 1,1,0.0
14,MOIM Mercy,,, 1,1,0.0
19,MUKUVILANI Edith,,, 1,1,0.0
5,KIPRONO Sharon Chepchumba,,,, ,
10,MURAMBI Noel,,,, ,
15,JEPKIRUI Pamela,,,, ,
ls,,22,1.0,49,72,7.33
