No.,Name,Excellents,Errors,In-Play,Attempts,%
19,MILENKOVIC Bojana,14,, 4,18,77.78
17,POPOVIC Silvija,9,, 5,14,64.29
20,BLAGOJEVIC Jelena,6,, 2,8,
1,BUSA Bianka,1,, 1,2,
5,POPOVIC Mina,,,, ,
8,MIRKOVIC Sladjana,,,, ,
9,MIHAJLOVIC Brankica,,,, ,
10,OGNJENOVIC Maja,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
16,RASIC Milena,,,, ,
18,BOSKOVIC Tijana,,,, ,
ls,,30,,12,42,71.43
