No.,Name,Excellents,Errors,In-Play,Attempts,%
 9,OH Jiyoung,18,1.0,6,25,72.0
13,PARK Jeongah,12,4.0,15,31,38.71
10,KIM Yeon Koung,10,, 8,18,
1,LEE Soyoung,6,1.0,4,11,
19,PYO Seungju,1,1.0,5,7,
3,YEUM Hye Seon,,,, ,
4,KIM Heejin,,,, ,
7,AN Hyejin,,,, ,
8,PARK Eunjin,,,, ,
11,KIM Su Ji,,,, ,
14,YANG Hyo Jin,,,, ,
16,JEONG Jiyun,,,, ,
ls,,47,7.0,38,92,51.09
