No.,Name,Points,Errors,In-Play,Total Attempts,by Set
24,OGBOGU Chiaka,2.0,5,1,8,0.67
10,LARSON Jordan,2.0,2,1,5,0.67
22,WASHINGTON Haleigh,1.0,6,5,12,0.33
 2,POULTER Jordyn,1.0,7,1,9,0.33
16,AKINRADEWO Foluke,1.0,3,1,5,0.33
12,THOMPSON Jordan,1.0,1,, 2,0.33
11,DREWS Andrea,, 4,3,7,0.0
 1,HANCOCK Micha,,, 1,1,0.0
14,BARTSCHHACKLEY Michelle,,, 1,1,0.0
4,WONGORANTES Justine,,,, ,
15,HILL Kimberly,,,, ,
23,ROBINSON Kelsey,,,, ,
ls,,8.0,28,14,50,2.67
