No.,Name,Points,Errors,In-Play,Attempts,%
 2,KOGA Sarina,26.0,8,36,70,25.71
 4,ISHIKAWA Mayu,21.0,9,25,55,21.82
 1,KUROGO Ai,10.0,2,25,37,21.62
11,ARAKI Erika,8.0,5,4,17,
5,SHIMAMURA Haruyo,6.0,1,7,14,
15,HAYASHI Kotona,, 2,3,5,
12,MOMII Aki,,, 2,2,
19,YAMADA Nichika,,, 1,1,
3,TASHIRO Kanami,,,, ,
6,KOBATA Mako,,,, ,
8,ISHII Yuki,,,, ,
9,OKUMURA Mai,,,, ,
ls,,71.0,27,103,201,21.89
