No.,Name,Excellents,Errors,In-Play,Attempts,%
 9,ISMAILOGLU Meliha,21,1.0,13,35,60.0
2,AKOZ Simge Sebnem,12,1.0,7,20,
5,ERCAN Seyma,8,, 6,14,
7,BALADIN Hande,4,2.0,8,14,
4,SENOGLU Tugba,2,, 4,6,
3,OZBAY Cansu,,, 1,1,
6,CALISKAN Kubra,,,, ,
11,AYDEMIR AKYOL Naz,,,, ,
13,BOZ Meryem,,,, ,
14,ERDEM DUNDAR Eda,,,, ,
18,GUNES Zehra,,,, ,
99,KARAKURT Ebrar,,,, ,
ls,,47,4.0,39,90,52.22
