No.,Name,Points,Errors,In-Play,Total Attempts,by Set
19,MUKUVILANI Edith,2.0,2,2,6,0.67
12,EMANIMAN Gladys Ekaru,1.0,2,2,5,0.33
 5,KIPRONO Sharon Chepchumba,1.0,1,1,3,0.33
14,MOIM Mercy,1.0,1,1,3,0.33
18,CHEMTAI Emmaculate,1.0,,, 1,0.33
 1,WAIRIMU Jane Wacu,, 2,3,5,0.0
13,KAEI Lorine Chebet,,, 3,3,0.0
 4,KASAYA Leonida,, 1,2,3,0.0
10,MURAMBI Noel,, 1,, 1,0.0
8,LUSENAKA Joy,,,, ,
15,JEPKIRUI Pamela,,,, ,
16,KUNDU Agripina Khayesi,,,, ,
ls,,6.0,10,14,30,2.0
