No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
12,MOMII Aki,31,1.0,34,66,10.33
 3,TASHIRO Kanami,2,,, 2,0.67
 4,ISHIKAWA Mayu,1,, 3,4,0.33
 6,KOBATA Mako,1,, 1,2,0.33
 2,KOGA Sarina,1,,, 1,0.33
 1,KUROGO Ai,,, 2,2,0.0
5,SHIMAMURA Haruyo,,,, ,
8,ISHII Yuki,,,, ,
9,OKUMURA Mai,,,, ,
11,ARAKI Erika,,,, ,
15,HAYASHI Kotona,,,, ,
19,YAMADA Nichika,,,, ,
ls,,36,1.0,40,77,12.0
