No.,Name,Excellents,Errors,In-Play,Attempts,%
10,KIM Yeon Koung,12,, 6,18,66.67
13,PARK Jeongah,12,, 21,33,36.36
9,OH Jiyoung,8,1.0,2,11,
1,LEE Soyoung,2,, 1,3,
19,PYO Seungju,,, 2,2,
11,KIM Su Ji,,, 1,1,
3,YEUM Hye Seon,,,, ,
4,KIM Heejin,,,, ,
7,AN Hyejin,,,, ,
8,PARK Eunjin,,,, ,
14,YANG Hyo Jin,,,, ,
16,JEONG Jiyun,,,, ,
ls,,34,1.0,33,68,50.0
