No.,Name,Points,Errors,In-Play,Attempts,%
23,ROBINSON Kelsey,5.0,4,6,15,6.67
14,BARTSCHHACKLEY Michelle,4.0,3,9,16,6.25
10,LARSON Jordan,5.0,1,8,14,
11,DREWS Andrea,5.0,2,7,14,
22,WASHINGTON Haleigh,6.0,3,5,14,
12,THOMPSON Jordan,5.0,2,5,12,
24,OGBOGU Chiaka,3.0,1,5,9,
16,AKINRADEWO Foluke,1.0,, 3,4,
1,HANCOCK Micha,1.0,,, 1,
2,POULTER Jordyn,,, 1,1,
4,WONGORANTES Justine,,,, ,
15,HILL Kimberly,,,, ,
ls,,35.0,16,49,100,19.0
