No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,CAIXETA Tandara,14,8.0,, 22,3.5
10,BRAGA GUIMARAES Gabriela,12,5.0,1,18,3.0
18,BRAIT Camila,12,1.0,1,14,3.0
 9,RATZKE Roberta Silva,9,6.0,, 15,2.25
16,RODRIGUES Fernanda,9,3.0,2,14,2.25
 2,de OLIVEIRA SAAD GATTAZ Caroline,3,,-, 3,0.75
15,da SILVA Ana Carolina,1,3.0,1,5,0.25
7,MONTIBELLER Rosamaria,,,-, ,
12,PEREIRA Natalia,,,-, ,
17,MENEZES OLIVEIRA de SOUZA Ana Cris.,,,-, ,
20,CORREA Ana Beatriz,,,-, ,
ls,,60,26.0,5,91,15.0
