No.,Name,Points,Errors,In-Play,Total Attempts,by Set
10,KIM Yeon Koung,1.0,1,7,9,0.33
 3,YEUM Hye Seon,1.0,1,6,8,0.33
14,YANG Hyo Jin,1.0,, 5,6,0.33
16,JEONG Jiyun,1.0,, 3,4,0.33
19,PYO Seungju,, 2,4,6,0.0
11,KIM Su Ji,, 1,4,5,0.0
 8,PARK Eunjin,,, 4,4,0.0
 4,KIM Heejin,, 1,3,4,0.0
 7,AN Hyejin,,, 3,3,0.0
 1,LEE Soyoung,,, 2,2,0.0
13,PARK Jeongah,,, 1,1,0.0
9,OH Jiyoung,,,, ,
ls,,4.0,6,42,52,1.33
