No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
10,OGNJENOVIC Maja,31,, 33,64,10.33
 1,BUSA Bianka,3,,, 3,1.0
17,POPOVIC Silvija,3,,, 3,1.0
 5,POPOVIC Mina,2,,, 2,0.67
19,MILENKOVIC Bojana,1,, 1,2,0.33
18,BOSKOVIC Tijana,,, 1,1,0.0
8,MIRKOVIC Sladjana,,,, ,
9,MIHAJLOVIC Brankica,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
16,RASIC Milena,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,40,,35,75,13.33
