No.,Name,Points,Errors,In-Play,Attempts,%
18,BOSKOVIC Tijana,30.0,8,24,62,35.48
19,MILENKOVIC Bojana,5.0,5,10,20,
1,BUSA Bianka,10.0,, 7,17,
16,RASIC Milena,3.0,3,6,12,
9,MIHAJLOVIC Brankica,2.0,1,4,7,
14,ALEKSIC Maja,1.0,, 3,4,
10,OGNJENOVIC Maja,1.0,, 2,3,
5,POPOVIC Mina,1.0,1,, 2,
8,MIRKOVIC Sladjana,,,, ,
13,BJELICA Ana,,,, ,
17,POPOVIC Silvija,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,53.0,18,56,127,27.56
