No.,Name,Excellents,Errors,In-Play,Attempts,%
10,KIM Yeon Koung,12,1.0,3,16,75.0
13,PARK Jeongah,13,2.0,7,22,59.09
9,OH Jiyoung,6,, 1,7,
19,PYO Seungju,,, 4,4,
11,KIM Su Ji,3,,, 3,
8,PARK Eunjin,1,,, 1,
1,LEE Soyoung,,,, ,
3,YEUM Hye Seon,,,, ,
4,KIM Heejin,,,, ,
7,AN Hyejin,,,, ,
14,YANG Hyo Jin,,,, ,
16,JEONG Jiyun,,,, ,
ls,,35,3.0,15,53,66.04
