No.,Name,Points,Errors,In-Play,Total Attempts,by Set
14,ALEKSIC Maja,3.0,5,4,12,1.0
 9,MIHAJLOVIC Brankica,3.0,3,1,7,1.0
 5,POPOVIC Mina,1.0,3,1,5,0.33
18,BOSKOVIC Tijana,1.0,2,, 3,0.33
10,OGNJENOVIC Maja,,, 3,3,0.0
19,MILENKOVIC Bojana,,, 2,2,0.0
13,BJELICA Ana,, 1,1,2,0.0
16,RASIC Milena,, 1,1,2,0.0
 1,BUSA Bianka,, 1,, 1,0.0
 8,MIRKOVIC Sladjana,, 1,, 1,0.0
17,POPOVIC Silvija,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,8.0,17,13,38,2.67
