No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
10,LARSON Jordan,8,3.0,3,14,2.67
14,BARTSCHHACKLEY Michelle,8,5.0,, 13,2.67
 4,WONGORANTES Justine,6,3.0,3,12,2.0
 2,POULTER Jordyn,5,2.0,4,11,1.67
11,DREWS Andrea,2,1.0,2,5,0.67
22,WASHINGTON Haleigh,2,,, 2,0.67
16,AKINRADEWO Foluke,,2.0,, 2,0.0
1,HANCOCK Micha,,,, ,
12,THOMPSON Jordan,,,, ,
15,HILL Kimberly,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,31,16.0,12,59,10.33
