No.,Name,Points,Errors,In-Play,Total Attempts,by Set
14,ERDEM DUNDAR Eda,3.0,1,12,16,0.6
 7,BALADIN Hande,2.0,3,10,15,0.4
18,GUNES Zehra,1.0,2,13,16,0.2
99,KARAKURT Ebrar,1.0,, 3,4,0.2
13,BOZ Meryem,, 3,16,19,0.0
11,AYDEMIR AKYOL Naz,, 1,10,11,0.0
 5,ERCAN Seyma,,, 10,10,0.0
 3,OZBAY Cansu,,, 7,7,0.0
 9,ISMAILOGLU Meliha,, 1,2,3,0.0
 4,SENOGLU Tugba,,, 1,1,0.0
2,AKOZ Simge Sebnem,,,, ,
6,CALISKAN Kubra,,,, ,
ls,,7.0,11,84,102,1.4
