No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,KIM Su Ji,2.0,, 19,21,0.4
10,KIM Yeon Koung,1.0,, 16,17,0.2
 3,YEUM Hye Seon,1.0,2,12,15,0.2
 4,KIM Heejin,,- 1,13,14,0.0
 8,PARK Eunjin,,-, 10,10,0.0
14,YANG Hyo Jin,,-, 9,9,0.0
13,PARK Jeongah,,- 1,4,5,0.0
 1,LEE Soyoung,,- 1,3,4,0.0
16,JEONG Jiyun,,-, 3,3,0.0
19,PYO Seungju,,- 1,2,3,0.0
 7,AN Hyejin,,-, 1,1,0.0
 9,OH Jiyoung,,-, 1,1,0.0
ls,,4.0,6,93,103,0.8
