No.,Name,Points,Errors,In-Play,Total Attempts,by Set
10,FEDOROVTSEVA Arina,1.0,2,19,22,0.25
16,VORONKOVA Irina,1.0,1,13,15,0.25
13,STARTSEVA Evgeniya,, 1,12,13,0.0
 6,KOROLEVA Irina,,, 8,8,0.0
26,ENINA Ekaterina,,, 8,8,0.0
14,FETISOVA Irina,, 1,7,8,0.0
 8,GONCHAROVA Nataliya,,, 7,7,0.0
12,LAZAREVA Anna,, 1,3,4,0.0
25,SMIRNOVA Kseniia,, 1,2,3,0.0
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
19,PODKOPAEVA Anna,,,, ,
ls,,2.0,7,79,88,0.5
