No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 6,GONG Xiangyu,14,,, 14,4.67
18,WANG Mengjie,9,3.0,2,14,3.0
11,YAO Di,6,3.0,, 9,2.0
12,LI Yingying,6,, 1,7,2.0
 9,ZHANG Changning,3,,, 3,1.0
 7,WANG Yuanyuan,2,2.0,, 4,0.67
 1,YUAN Xinyue,1,1.0,2,4,0.33
10,LIU Xiaotong,1,1.0,, 2,0.33
2,ZHU Ting,,,, ,
16,DING Xia,,,, ,
17,YAN Ni,,,, ,
19,LIU Yanhan,,,, ,
ls,,42,10.0,5,57,14.0
