No.,Name,Excellents,Errors,In-Play,Attempts,%
 4,BULAICH SIMIAN Daniela,12,, 10,22,54.55
 3,NIZETICH Paula Yamila,12,1.0,10,23,52.17
12,RIZZO Tatiana Soledad,10,, 3,13,
17,HERRERA RODRIGUEZ Candelaria Lucia,1,,, 1,
1,RODRIGUEZ Elina Maria,,,, ,
2,GERMANIER Sabrina Soledad,,,, ,
6,NOSACH Eugenia,,,, ,
11,LAZCANO Julieta Constanza,,,, ,
13,FARRIOL Bianca,,,, ,
14,MAYER Victoria,,,, ,
15,FORTUNA Antonela,,,, ,
16,MERCADO Erika,,,, ,
ls,,35,1.0,23,59,59.32
