No.,Name,Points,Errors,In-Play,Attempts,%
12,THOMPSON Jordan,15.0,5,14,34,29.41
10,LARSON Jordan,12.0,6,17,35,17.14
14,BARTSCHHACKLEY Michelle,6.0,6,10,22,
22,WASHINGTON Haleigh,7.0,1,6,14,
11,DREWS Andrea,7.0,1,4,12,
16,AKINRADEWO Foluke,4.0,1,7,12,
23,ROBINSON Kelsey,4.0,3,5,12,
2,POULTER Jordyn,1.0,,, 1,
24,OGBOGU Chiaka,1.0,,, 1,
1,HANCOCK Micha,,,, ,
4,WONGORANTES Justine,,,, ,
15,HILL Kimberly,,,, ,
ls,,57.0,23,63,143,23.78
