No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 5,ERCAN Seyma,2.0,, 11,13,0.4
99,KARAKURT Ebrar,2.0,, 1,3,0.4
13,BOZ Meryem,1.0,1,20,22,0.2
18,GUNES Zehra,1.0,2,16,19,0.2
 9,ISMAILOGLU Meliha,1.0,1,14,16,0.2
 3,OZBAY Cansu,,- 3,10,13,0.0
14,ERDEM DUNDAR Eda,,- 3,6,9,0.0
 7,BALADIN Hande,,- 1,5,6,0.0
 4,SENOGLU Tugba,,-, 4,4,0.0
2,AKOZ Simge Sebnem,,-,, ,
6,CALISKAN Kubra,,-,, ,
11,AYDEMIR AKYOL Naz,,-,, ,
ls,,7.0,11,87,105,1.4
