No.,Name,Points,Errors,In-Play,Attempts,%
10,KIM Yeon Koung,10.0,5,13,28,17.86
13,PARK Jeongah,4.0,2,15,21,9.52
 4,KIM Heejin,6.0,5,9,20,5.0
14,YANG Hyo Jin,4.0,, 5,9,
16,JEONG Jiyun,, 3,1,4,
19,PYO Seungju,1.0,1,1,3,
11,KIM Su Ji,, 2,1,3,
3,YEUM Hye Seon,,, 1,1,
1,LEE Soyoung,,,, ,
7,AN Hyejin,,,, ,
8,PARK Eunjin,,,, ,
9,OH Jiyoung,,,, ,
ls,,25.0,18,46,89,7.87
