No.,Name,Excellents,Errors,In-Play,Attempts,%
14,MOIM Mercy,16,1.0,14,31,51.61
16,KUNDU Agripina Khayesi,9,, 12,21,42.86
4,KASAYA Leonida,7,1.0,6,14,
1,WAIRIMU Jane Wacu,,,, ,
5,KIPRONO Sharon Chepchumba,,,, ,
8,LUSENAKA Joy,,,, ,
10,MURAMBI Noel,,,, ,
12,EMANIMAN Gladys Ekaru,,,, ,
13,KAEI Lorine Chebet,,,, ,
15,JEPKIRUI Pamela,,,, ,
18,CHEMTAI Emmaculate,,,, ,
19,MUKUVILANI Edith,,,, ,
ls,,32,2.0,32,66,48.48
