No.,Name,Points,Errors,In-Play,Attempts,%
16,MERCADO Erika,14.0,4,6,24,41.67
 3,NIZETICH Paula Yamila,7.0,5,10,22,9.09
4,BULAICH SIMIAN Daniela,4.0,1,7,12,
1,RODRIGUEZ Elina Maria,2.0,2,6,10,
11,LAZCANO Julieta Constanza,5.0,2,3,10,
17,HERRERA RODRIGUEZ Candelaria Lucia,3.0,1,1,5,
13,FARRIOL Bianca,2.0,2,, 4,
14,MAYER Victoria,1.0,, 2,3,
2,GERMANIER Sabrina Soledad,,,, ,
6,NOSACH Eugenia,,,, ,
12,RIZZO Tatiana Soledad,,,, ,
15,FORTUNA Antonela,,,, ,
ls,,38.0,17,35,90,23.33
