No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 9,OH Jiyoung,10,2.0,1,13,3.33
10,KIM Yeon Koung,6,4.0,2,12,2.0
 4,KIM Heejin,6,3.0,, 9,2.0
 3,YEUM Hye Seon,5,4.0,1,10,1.67
14,YANG Hyo Jin,4,,, 4,1.33
13,PARK Jeongah,3,1.0,1,5,1.0
19,PYO Seungju,3,,, 3,1.0
11,KIM Su Ji,1,, 1,2,0.33
 7,AN Hyejin,,1.0,, 1,0.0
1,LEE Soyoung,,,, ,
8,PARK Eunjin,,,, ,
16,JEONG Jiyun,,,, ,
ls,,38,15.0,6,59,12.67
