No.,Name,Points,Errors,In-Play,Attempts,%
 8,GONCHAROVA Nataliya,24.0,1,12,37,62.16
16,VORONKOVA Irina,9.0,1,6,16,50.0
10,FEDOROVTSEVA Arina,8.0,5,12,25,12.0
6,KOROLEVA Irina,3.0,1,3,7,
13,STARTSEVA Evgeniya,1.0,, 1,2,
14,FETISOVA Irina,2.0,,, 2,
25,SMIRNOVA Kseniia,,, 1,1,
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
12,LAZAREVA Anna,,,, ,
19,PODKOPAEVA Anna,,,, ,
26,ENINA Ekaterina,,,, ,
ls,,47.0,8,35,90,43.33
