No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
10,OGNJENOVIC Maja,29,1.0,24,54,9.67
 8,MIRKOVIC Sladjana,5,, 3,8,1.67
16,RASIC Milena,1,,, 1,0.33
19,MILENKOVIC Bojana,,, 4,4,0.0
17,POPOVIC Silvija,,, 3,3,0.0
 1,BUSA Bianka,,, 2,2,0.0
 5,POPOVIC Mina,,, 1,1,0.0
9,MIHAJLOVIC Brankica,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
18,BOSKOVIC Tijana,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,35,1.0,37,73,11.67
