No.,Name,Points,Errors,In-Play,Attempts,%
10,KIM Yeon Koung,12.0,2,5,19,52.63
 4,KIM Heejin,5.0,4,17,26,3.85
13,PARK Jeongah,8.0,7,12,27,3.7
11,KIM Su Ji,5.0,, 6,11,
16,JEONG Jiyun,1.0,2,4,7,
1,LEE Soyoung,, 3,2,5,
14,YANG Hyo Jin,2.0,1,, 3,
7,AN Hyejin,,, 1,1,
3,YEUM Hye Seon,,,, ,
8,PARK Eunjin,,,, ,
9,OH Jiyoung,,,, ,
19,PYO Seungju,,,, ,
ls,,33.0,19,47,99,14.14
