No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 5,MALINOV Ofelia,42,1.0,67,110,8.4
 6,de GENNARO Monica,7,, 3,10,1.4
 8,ORRO Alessia,5,, 7,12,1.0
 9,BOSETTI Caterina Chiara,3,, 3,6,0.6
14,PIETRINI Elena,,, 2,2,0.0
18,EGONU Paola Ogechi,,, 2,2,0.0
17,SYLLA Miryam Fatime,,, 1,1,0.0
1,SOROKAITE Indre,,,, ,
7,FOLIE Raphaela,,,, ,
10,CHIRICHELLA Cristina,,,, ,
11,DANESI Anna,,,, ,
13,FAHR Sarah Luisa,,,, ,
ls,,58,1.0,85,144,11.6
