No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,YAO Di,39,, 37,76,13.0
 7,WANG Yuanyuan,2,, 4,6,0.67
18,WANG Mengjie,1,, 2,3,0.33
 6,GONG Xiangyu,1,, 1,2,0.33
12,LI Yingying,1,,, 1,0.33
 9,ZHANG Changning,,, 2,2,0.0
1,YUAN Xinyue,,,, ,
2,ZHU Ting,,,, ,
10,LIU Xiaotong,,,, ,
16,DING Xia,,,, ,
17,YAN Ni,,,, ,
19,LIU Yanhan,,,, ,
ls,,44,,46,90,14.67
