No.,Name,Points,Errors,In-Play,Total Attempts,by Set
13,PARK Jeongah,1.0,3,2,6,0.33
14,YANG Hyo Jin,1.0,2,1,4,0.33
10,KIM Yeon Koung,, 6,2,8,0.0
 7,AN Hyejin,,, 4,4,0.0
11,KIM Su Ji,, 2,2,4,0.0
 4,KIM Heejin,, 1,2,3,0.0
19,PYO Seungju,, 1,1,2,0.0
 3,YEUM Hye Seon,,, 1,1,0.0
1,LEE Soyoung,,,, ,
8,PARK Eunjin,,,, ,
9,OH Jiyoung,,,, ,
16,JEONG Jiyun,,,, ,
ls,,2.0,15,15,32,0.67
