No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
16,DING Xia,29,, 48,77,9.67
11,YAO Di,4,, 5,9,1.33
18,WANG Mengjie,2,, 4,6,0.67
 1,YUAN Xinyue,2,, 2,4,0.67
12,LI Yingying,2,, 2,4,0.67
 9,ZHANG Changning,1,, 1,2,0.33
 2,ZHU Ting,,, 3,3,0.0
17,YAN Ni,,, 1,1,0.0
6,GONG Xiangyu,,,, ,
7,WANG Yuanyuan,,,, ,
10,LIU Xiaotong,,,, ,
19,LIU Yanhan,,,, ,
ls,,40,,66,106,13.33
