No.,Name,Excellents,Errors,In-Play,Attempts,%
 5,ERCAN Seyma,22,, 7,29,75.86
 7,BALADIN Hande,24,, 8,32,75.0
9,ISMAILOGLU Meliha,5,2.0,4,11,
2,AKOZ Simge Sebnem,7,1.0,, 8,
4,SENOGLU Tugba,1,, 2,3,
11,AYDEMIR AKYOL Naz,,1.0,, 1,
3,OZBAY Cansu,,,, ,
6,CALISKAN Kubra,,,, ,
13,BOZ Meryem,,,, ,
14,ERDEM DUNDAR Eda,,,, ,
18,GUNES Zehra,,,, ,
99,KARAKURT Ebrar,,,, ,
ls,,59,4.0,21,84,70.24
