No.,Name,Excellents,Errors,In-Play,Attempts,%
16,VORONKOVA Irina,15,2.0,11,28,53.57
19,PODKOPAEVA Anna,14,, 14,28,50.0
10,FEDOROVTSEVA Arina,11,, 12,23,47.83
25,SMIRNOVA Kseniia,2,1.0,2,5,
8,GONCHAROVA Nataliya,1,1.0,1,3,
12,LAZAREVA Anna,,, 2,2,
4,PILIPENKO Daria,,, 1,1,
6,KOROLEVA Irina,,, 1,1,
14,FETISOVA Irina,1,,, 1,
5,MATVEEVA Polina,,,, ,
13,STARTSEVA Evgeniya,,,, ,
26,ENINA Ekaterina,,,, ,
ls,,44,4.0,44,92,47.83
