No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 2,AKOZ Simge Sebnem,10,3.0,3,16,2.5
11,AYDEMIR AKYOL Naz,6,2.0,1,9,1.5
 9,ISMAILOGLU Meliha,4,4.0,2,10,1.0
14,ERDEM DUNDAR Eda,4,1.0,1,6,1.0
 3,OZBAY Cansu,3,3.0,1,7,0.75
 7,BALADIN Hande,1,6.0,2,9,0.25
13,BOZ Meryem,1,2.0,1,4,0.25
18,GUNES Zehra,1,2.0,, 3,0.25
99,KARAKURT Ebrar,,2.0,3,5,0.0
 5,ERCAN Seyma,,1.0,1,2,0.0
4,SENOGLU Tugba,,,, ,
6,CALISKAN Kubra,,,, ,
ls,,30,26.0,15,71,7.5
