No.,Name,Excellents,Errors,In-Play,Attempts,%
14,PIETRINI Elena,17,, 13,30,56.67
6,de GENNARO Monica,10,, 6,16,
9,BOSETTI Caterina Chiara,12,, 2,14,
17,SYLLA Miryam Fatime,2,3.0,4,9,
1,SOROKAITE Indre,,,, ,
5,MALINOV Ofelia,,,, ,
7,FOLIE Raphaela,,,, ,
8,ORRO Alessia,,,, ,
10,CHIRICHELLA Cristina,,,, ,
11,DANESI Anna,,,, ,
13,FAHR Sarah Luisa,,,, ,
18,EGONU Paola Ogechi,,,, ,
ls,,41,3.0,25,69,59.42
