No.,Name,Excellents,Errors,In-Play,Attempts,%
16,VORONKOVA Irina,29,2.0,12,43,67.44
19,PODKOPAEVA Anna,19,1.0,11,31,61.29
10,FEDOROVTSEVA Arina,8,3.0,7,18,
14,FETISOVA Irina,2,,, 2,
13,STARTSEVA Evgeniya,,, 1,1,
26,ENINA Ekaterina,1,,, 1,
8,GONCHAROVA Nataliya,,1.0,, 1,
25,SMIRNOVA Kseniia,,1.0,, 1,
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
6,KOROLEVA Irina,,,, ,
12,LAZAREVA Anna,,,, ,
ls,,59,8.0,31,98,60.2
