No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,LAZCANO Julieta Constanza,2.0,4,4,10,0.67
13,FARRIOL Bianca,2.0,1,3,6,0.67
 3,NIZETICH Paula Yamila,1.0,1,1,3,0.33
17,HERRERA RODRIGUEZ Candelaria Lucia,1.0,,, 1,0.33
16,MERCADO Erika,, 5,1,6,0.0
14,MAYER Victoria,, 3,2,5,0.0
 4,BULAICH SIMIAN Daniela,, 4,1,5,0.0
 1,RODRIGUEZ Elina Maria,, 1,1,2,0.0
2,GERMANIER Sabrina Soledad,,,, ,
6,NOSACH Eugenia,,,, ,
12,RIZZO Tatiana Soledad,,,, ,
15,FORTUNA Antonela,,,, ,
ls,,6.0,19,13,38,2.0
