No.,Name,Excellents,Errors,In-Play,Attempts,%
14,MOIM Mercy,16,2.0,12,30,53.33
 4,KASAYA Leonida,9,2.0,6,17,52.94
16,KUNDU Agripina Khayesi,4,, 3,7,
15,JEPKIRUI Pamela,2,, 2,4,
5,KIPRONO Sharon Chepchumba,,, 1,1,
1,WAIRIMU Jane Wacu,,,, ,
8,LUSENAKA Joy,,,, ,
10,MURAMBI Noel,,,, ,
12,EMANIMAN Gladys Ekaru,,,, ,
13,KAEI Lorine Chebet,,,, ,
18,CHEMTAI Emmaculate,,,, ,
19,MUKUVILANI Edith,,,, ,
ls,,31,4.0,24,59,52.54
