No.,Name,Points,Errors,In-Play,Attempts,%
10,LARSON Jordan,11.0,4,5,20,35.0
11,DREWS Andrea,12.0,5,15,32,21.88
14,BARTSCHHACKLEY Michelle,7.0,6,12,25,4.0
16,AKINRADEWO Foluke,5.0,, 3,8,
22,WASHINGTON Haleigh,5.0,, 1,6,
1,HANCOCK Micha,,,, ,
2,POULTER Jordyn,,,, ,
4,WONGORANTES Justine,,,, ,
12,THOMPSON Jordan,,,, ,
15,HILL Kimberly,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,40.0,15,36,91,27.47
