No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 9,ISMAILOGLU Meliha,14,7.0,, 21,2.8
 2,AKOZ Simge Sebnem,12,7.0,, 19,2.4
 5,ERCAN Seyma,8,7.0,1,16,1.6
 3,OZBAY Cansu,8,5.0,, 13,1.6
13,BOZ Meryem,7,4.0,1,12,1.4
11,AYDEMIR AKYOL Naz,5,,-, 5,1.0
 7,BALADIN Hande,4,2.0,2,8,0.8
18,GUNES Zehra,3,6.0,, 9,0.6
14,ERDEM DUNDAR Eda,1,1.0,, 2,0.2
 4,SENOGLU Tugba,,1.0,, 1,0.0
6,CALISKAN Kubra,,,-, ,
99,KARAKURT Ebrar,,,-, ,
ls,,62,40.0,4,106,12.4
