No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 3,TASHIRO Kanami,21,, 33,54,7.0
12,MOMII Aki,14,, 33,47,4.67
 6,KOBATA Mako,2,, 6,8,0.67
15,HAYASHI Kotona,1,, 3,4,0.33
11,ARAKI Erika,,1.0,2,3,0.0
 1,KUROGO Ai,,, 2,2,0.0
 8,ISHII Yuki,,, 2,2,0.0
 4,ISHIKAWA Mayu,,, 1,1,0.0
 5,SHIMAMURA Haruyo,,, 1,1,0.0
 9,OKUMURA Mai,,, 1,1,0.0
19,YAMADA Nichika,,,, ,
ls,,38,1.0,84,123,12.67
