No.,Name,Excellents,Errors,In-Play,Attempts,%
 8,ISHII Yuki,15,1.0,2,18,83.33
 4,ISHIKAWA Mayu,15,, 9,24,62.5
6,KOBATA Mako,10,1.0,3,14,
15,HAYASHI Kotona,5,1.0,2,8,
1,KUROGO Ai,2,, 2,4,
5,SHIMAMURA Haruyo,1,,, 1,
3,TASHIRO Kanami,,,, ,
9,OKUMURA Mai,,,, ,
11,ARAKI Erika,,,, ,
12,MOMII Aki,,,, ,
19,YAMADA Nichika,,,, ,
ls,,48,3.0,18,69,69.57
