No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 4,WONGORANTES Justine,14,7.0,5,26,2.8
14,BARTSCHHACKLEY Michelle,12,4.0,4,20,2.4
10,LARSON Jordan,9,9.0,1,19,1.8
11,DREWS Andrea,6,6.0,, 12,1.2
 1,HANCOCK Micha,5,2.0,1,8,1.0
 2,POULTER Jordyn,2,3.0,1,6,0.4
22,WASHINGTON Haleigh,2,3.0,1,6,0.4
16,AKINRADEWO Foluke,1,3.0,1,5,0.2
15,HILL Kimberly,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,51,37.0,14,102,10.2
