No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
10,OGNJENOVIC Maja,32,, 27,59,10.67
17,POPOVIC Silvija,4,, 3,7,1.33
 1,BUSA Bianka,2,, 1,3,0.67
19,MILENKOVIC Bojana,1,, 2,3,0.33
 5,POPOVIC Mina,1,, 1,2,0.33
 8,MIRKOVIC Sladjana,1,,, 1,0.33
18,BOSKOVIC Tijana,,, 1,1,0.0
9,MIHAJLOVIC Brankica,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
16,RASIC Milena,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,41,,35,76,13.67
