No.,Name,Points,Errors,In-Play,Total Attempts,by Set
14,PIETRINI Elena,2.0,3,12,17,0.67
 8,ORRO Alessia,1.0,1,9,11,0.33
18,EGONU Paola Ogechi,1.0,3,4,8,0.33
13,FAHR Sarah Luisa,1.0,1,5,7,0.33
11,DANESI Anna,1.0,, 5,6,0.33
10,CHIRICHELLA Cristina,, 1,9,10,0.0
 9,BOSETTI Caterina Chiara,,, 7,7,0.0
 7,FOLIE Raphaela,,, 4,4,0.0
 5,MALINOV Ofelia,,, 1,1,0.0
17,SYLLA Miryam Fatime,,, 1,1,0.0
 1,SOROKAITE Indre,, 1,, 1,0.0
6,de GENNARO Monica,,,, ,
ls,,6.0,10,57,73,2.0
