No.,Name,Excellents,Errors,In-Play,Attempts,%
19,MILENKOVIC Bojana,9,2.0,3,14,64.29
 1,BUSA Bianka,10,3.0,5,18,55.56
17,POPOVIC Silvija,6,, 2,8,
5,POPOVIC Mina,1,, 1,2,
10,OGNJENOVIC Maja,,, 1,1,
16,RASIC Milena,,, 1,1,
8,MIRKOVIC Sladjana,,,, ,
9,MIHAJLOVIC Brankica,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
18,BOSKOVIC Tijana,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,26,5.0,13,44,59.09
