No.,Name,Excellents,Errors,In-Play,Attempts,%
18,WANG Mengjie,17,1.0,10,28,60.71
12,LI Yingying,14,, 6,20,
6,GONG Xiangyu,12,, 5,17,
9,ZHANG Changning,14,, 3,17,
2,ZHU Ting,6,3.0,3,12,
17,YAN Ni,2,, 1,3,
1,YUAN Xinyue,1,, 1,2,
7,WANG Yuanyuan,,, 1,1,
10,LIU Xiaotong,,,, ,
11,YAO Di,,,, ,
16,DING Xia,,,, ,
19,LIU Yanhan,,,, ,
ls,,66,4.0,30,100,66.0
