No.,Name,Points,Errors,In-Play,Total Attempts,by Set
22,WASHINGTON Haleigh,3.0,2,3,8,1.0
14,BARTSCHHACKLEY Michelle,2.0,1,3,6,0.67
16,AKINRADEWO Foluke,1.0,1,9,11,0.33
 2,POULTER Jordyn,1.0,3,5,9,0.33
11,DREWS Andrea,1.0,1,2,4,0.33
10,LARSON Jordan,, 2,4,6,0.0
1,HANCOCK Micha,,,, ,
4,WONGORANTES Justine,,,, ,
12,THOMPSON Jordan,,,, ,
15,HILL Kimberly,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,8.0,10,26,44,2.67
