No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
17,POPOVIC Silvija,8,10.0,4,22,2.67
19,MILENKOVIC Bojana,6,3.0,3,12,2.0
 1,BUSA Bianka,3,3.0,, 6,1.0
20,BLAGOJEVIC Jelena,3,2.0,, 5,1.0
10,OGNJENOVIC Maja,2,3.0,2,7,0.67
18,BOSKOVIC Tijana,1,4.0,3,8,0.33
 5,POPOVIC Mina,1,1.0,1,3,0.33
8,MIRKOVIC Sladjana,,,, ,
9,MIHAJLOVIC Brankica,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
16,RASIC Milena,,,, ,
ls,,24,26.0,13,63,8.0
