No.,Name,Excellents,Errors,In-Play,Attempts,%
 9,ISMAILOGLU Meliha,18,2.0,10,30,60.0
 2,AKOZ Simge Sebnem,19,4.0,10,33,57.58
4,SENOGLU Tugba,4,, 8,12,
7,BALADIN Hande,3,3.0,5,11,
5,ERCAN Seyma,1,1.0,, 2,
13,BOZ Meryem,1,1.0,, 2,
3,OZBAY Cansu,,,, ,
6,CALISKAN Kubra,,,, ,
11,AYDEMIR AKYOL Naz,,,, ,
14,ERDEM DUNDAR Eda,,,, ,
18,GUNES Zehra,,,, ,
99,KARAKURT Ebrar,,,, ,
ls,,46,11.0,33,90,51.11
