No.,Name,Points,Errors,In-Play,Attempts,%
 4,ISHIKAWA Mayu,11.0,7,22,40,10.0
 8,ISHII Yuki,11.0,10,14,35,2.86
1,KUROGO Ai,5.0,7,5,17,
15,HAYASHI Kotona,8.0,2,5,15,
11,ARAKI Erika,4.0,2,4,10,
5,SHIMAMURA Haruyo,1.0,, 4,5,
3,TASHIRO Kanami,1.0,, 2,3,
12,MOMII Aki,1.0,, 1,2,
9,OKUMURA Mai,1.0,1,, 2,
6,KOBATA Mako,,,, ,
19,YAMADA Nichika,,,, ,
ls,,43.0,29,57,129,10.85
