No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 2,POULTER Jordyn,24,1.0,46,71,8.0
 1,HANCOCK Micha,4,, 8,12,1.33
 4,WONGORANTES Justine,3,, 4,7,1.0
10,LARSON Jordan,1,, 1,2,0.33
12,THOMPSON Jordan,,, 1,1,0.0
14,BARTSCHHACKLEY Michelle,,, 1,1,0.0
16,AKINRADEWO Foluke,,, 1,1,0.0
23,ROBINSON Kelsey,,, 1,1,0.0
11,DREWS Andrea,,,, ,
15,HILL Kimberly,,,, ,
22,WASHINGTON Haleigh,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,32,1.0,64,97,10.67
